date,user_ip,trial_id,block_id,n_trials,n_block,block_size,target_shape,target_id,target_freq,target_n,timeLearning,setting_used,n_locks,lock_duration,unlock_action,lock_state,occurrence,time,time_selected,time_next,slider_display_span,n_opened_locker,first_unlock_occurrence,first_unlock_trial,nb_total_click,exp_total_time,mode_used,reload
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,32,1,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,16,1432,897,535,-1,34,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,33,1,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,17,1072,709,363,-1,34,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,34,1,106,3,35,Diamond,4,4,5,22000,8*2.75s,8,2750.00,0,1,7,3288,2801,487,-1,34,0,2,6,365648,novice,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,35,1,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,7,11,2817,2289,528,-1,34,0,2,6,365648,novice,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,36,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,15,1667,992,675,-1,34,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,37,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,10,1572,877,695,-1,34,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,38,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,11,2400,1265,1135,-1,34,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,39,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,18,2576,1603,973,-1,34,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,40,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,19,3121,2330,791,-1,34,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,41,2,106,3,35,Diamond,4,4,5,22000,8*2.75s,8,2750.00,0,1,8,3992,3409,583,-1,34,0,2,6,365648,novice,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,42,2,106,3,35,X,5,2,5,22000,8*2.75s,8,2750.00,0,2,4,2488,1953,535,-1,34,0,2,6,365648,novice,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,43,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,1,8,12,6724,1953,4771,2892,35,0,2,4,365648,learning,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,43,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,16,8621,8047,574,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,44,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,20,1240,696,544,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,45,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,21,1544,992,552,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,46,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,22,1248,785,463,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,47,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,13,1215,788,427,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,48,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,23,1289,922,367,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,49,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,17,1256,809,447,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,50,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,12,1080,669,411,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,51,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,18,1408,1020,388,-1,35,1,2,3,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,52,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,14,1048,705,343,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,53,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,15,1172,657,515,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,54,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,24,1181,660,521,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,55,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,13,1322,872,450,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,56,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,19,1173,750,423,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,57,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,20,1024,689,335,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,58,2,106,3,35,Triangle,0,9,5,22000,8*2.75s,8,2750.00,0,8,25,1352,809,543,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,59,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,21,1216,873,343,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,60,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,14,1480,1185,295,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,61,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,15,1079,640,439,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,62,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,22,1337,905,432,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,63,2,106,3,35,Circle,1,8,5,22000,8*2.75s,8,2750.00,0,8,23,1079,696,383,-1,35,1,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,64,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,16,1064,753,311,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,65,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,16,992,601,391,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,66,2,106,3,35,X,5,2,5,22000,8*2.75s,8,2750.00,0,2,5,4440,3922,518,-1,35,0,2,7,365648,novice,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,67,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,17,1817,869,948,-1,35,0,2,3,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,68,2,106,3,35,Cross,3,5,5,22000,8*2.75s,8,2750.00,0,8,17,1455,880,575,-1,35,0,2,2,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,69,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,18,2277,1770,507,-1,35,0,2,3,365648,expert,1
Fri Aug 26 2022 14:45:35 GMT+0200 (heure d’été d’Europe centrale),78.197.241.68,70,2,106,3,35,Square,2,6,5,22000,8*2.75s,8,2750.00,0,8,19,1084,613,471,-1,35,0,2,2,365648,expert,1
